"","lactate control1","lactate control2","lactate treat1","lactate treat2","pregnant control1","pregnant control2","pregnant treat1","pregnant treat2","virgin control1","virgin control2","virgin treat1","virgin treat2"
"654802",7,7,0,0,7,10,0,2,0,3,5,1
"108899",861,882,215,254,1308,974,939,880,1442,1333,1647,1567
"20168",3158,2620,6205,6051,3992,3553,7809,7828,4259,5071,6073,3907
"109168",5144,4649,1388,1309,3380,3591,1745,1973,2652,2562,2370,3190
"225845",172,175,1228,1245,448,505,1162,1143,614,1460,1453,625
"56072",26,27,1858,1880,107,70,612,563,45,309,275,46
"66727",4,4,1,3,17,10,1,1,23,1,2,12
"207151",0,0,0,0,0,0,0,0,0,0,0,0
"236149",0,1,0,0,0,0,0,0,2,0,5,1
"171405",0,0,0,0,0,0,0,0,2,0,0,0
"434674",0,0,0,0,0,0,0,0,0,0,0,0
"236293",0,0,0,0,0,0,0,0,0,0,0,0
"319800",0,0,0,0,0,0,0,0,0,0,0,0
"19879",0,1,0,0,1,2,0,0,0,0,0,0
"18399",1,0,0,0,1,1,0,0,0,0,0,0
"402757",21,9,0,0,29,24,6,9,24,20,41,19
"12669",138,168,3,0,131,127,19,14,89,72,98,99
"17254",5808,6839,5718,5630,7942,8110,7573,6309,7765,7097,6822,8755
"83673",1160,1204,612,966,1909,1578,1257,1031,2358,2701,2193,3326
"100127111",22,37,25,45,89,63,34,26,63,91,64,89
"107071",288,293,249,285,719,497,665,526,698,972,809,768
"74307",4,2,1,0,7,10,5,9,7,3,11,10
"56389",1313,1457,1779,1632,1487,1277,2713,2556,1887,1887,2323,1938
"53319",3854,3921,1459,1538,6102,4942,4007,3957,5734,4467,4538,6969
"66836",275,388,158,200,460,391,534,464,416,431,459,527
"67706",115,181,201,183,169,159,326,264,189,374,387,212
"225895",32,34,65,80,67,53,91,80,52,79,122,107
"100039957",3,2,1,2,1,1,3,0,2,0,1,1
"67710",565,527,577,578,797,624,804,676,678,1049,960,943
"75291",10,13,4,13,17,5,15,9,14,28,21,19
"70387",364,365,489,415,443,329,753,625,511,656,659,668
"68693",5115,4966,2269,2378,5284,4813,4356,3998,5709,5261,5766,6787
"14704",16,14,1,4,25,15,23,19,29,19,27,21
"14705",550,551,709,715,683,660,1014,914,624,747,836,687
"68852",228,160,5,9,158,181,31,49,176,42,52,178
"225896",1389,1274,526,469,1503,1514,1317,1231,1334,1878,2014,1767
"107197",176,163,155,156,148,167,372,428,136,366,394,161
"67531",2,5,3,5,10,6,14,7,9,4,10,21
"100628605",0,0,0,0,0,0,0,0,0,0,0,0
"66276",120,151,76,82,168,135,173,143,231,292,246,234
"109077",621,664,204,282,663,453,377,318,673,495,571,844
"14376",2497,2434,3444,3688,3527,2882,5082,4642,3999,5493,5621,4204
"100861648",0,0,0,0,1,0,0,0,0,0,0,0
"72727",343,355,429,470,382,304,725,639,335,674,731,459
"19881",104,135,5,12,97,83,27,26,114,59,68,145
"225898",599,649,353,414,776,746,865,1019,931,933,1150,967
"100504651",15,26,5,2,32,33,12,10,23,23,18,22
"23942",3092,3133,1162,1205,4342,3587,3133,2939,4322,2992,3357,4658
"70044",188,180,171,184,266,197,311,295,400,497,507,378
"67160",1055,945,1572,1653,2425,1842,4212,3516,2549,3907,3671,2716
"66395",67846,45904,6435,4118,40235,48511,34475,38324,38503,87615,80156,35112
"22287",0,0,0,2,0,0,0,2,0,2,3,0
"66514",66,80,78,83,105,94,267,189,131,1175,937,157
"621699",2006,1847,1319,1392,3998,3332,4628,4182,4149,5331,5766,3592
"623688",5,4,7,3,19,7,55,28,12,186,118,16
"16319",192,172,605,387,428,340,610,385,541,561,636,578
"14319",12322,11240,42241,37158,23372,21921,113336,117120,20010,21800,20442,19981
"24115",4,2,19,19,8,4,23,19,6,3,8,9
"74760",22,31,7,6,27,26,17,17,52,6,12,30
"60527",2885,2455,630,687,3807,4043,1872,1993,2135,2171,2080,2218
"56473",754,875,10493,12003,1366,1077,5719,4295,1293,3060,3123,1533
"76267",4856,5439,32516,35699,3901,4401,13716,12800,3251,4697,4664,3693
"14156",372,495,2479,3331,729,627,1548,886,614,920,831,691
"69038",580,546,902,870,829,769,934,966,619,861,915,618
"225908",10,6,411,371,16,14,130,118,11,39,33,10
"269060",201,230,505,499,213,189,128,223,211,221,252,315
"54525",13,14,288,247,27,30,60,98,136,1366,1620,122
"278795",0,2,2,0,3,5,16,18,8,42,60,7
"67752",11,12,4,3,13,20,10,11,14,11,21,9
"66072",473,461,183,211,386,407,238,212,454,505,468,505
"269061",2236,2128,750,713,2964,2617,1744,1599,2717,2829,3071,3118
"68642",135,133,52,61,141,128,138,98,143,243,267,195
"72982",72,63,13,24,77,58,46,38,67,84,95,92
"225912",266,282,225,233,236,268,332,338,218,542,568,248
"225913",138,139,87,83,188,174,172,149,132,229,244,181
"13194",7254,6781,5274,5187,10024,8548,10761,10752,8912,12582,12854,10523
"71768",8,5,1,0,14,11,4,7,23,3,8,8
"75096",0,0,0,0,0,0,0,0,0,0,0,0
"58803",0,2,0,0,0,0,0,0,0,0,0,1
"107305",601,630,631,554,763,655,1740,1477,922,1535,1708,1246
"12507",2,0,1,0,1,1,1,2,0,2,3,4
"403202",5,6,0,0,1,0,0,1,1,3,0,2
"12511",4,0,0,1,1,4,0,0,0,0,1,1
"65221",44,43,1,0,39,33,11,7,26,1,6,33
"98170",15917,15897,363,334,9845,9564,1967,1564,5146,2026,2242,6506
"68539",3374,3133,997,971,3679,3358,1344,945,2213,1802,1725,2866
"28000",962,922,1372,1316,1856,1439,3161,2281,2047,3158,3185,2293
"22786",1,1,0,0,0,0,0,1,0,1,0,0
"14764",1,1,1,2,6,3,2,0,5,4,0,7
"108673",303,266,264,345,990,780,806,737,995,835,809,1079
"69826",0,0,0,0,0,0,0,0,0,0,0,0
"545279",1,0,1,0,0,0,1,2,0,1,0,0
"76002",0,0,0,0,0,0,0,0,0,0,1,0
"107350",9,8,39,32,13,14,57,52,41,1640,2009,36
"64381",0,0,0,0,0,0,0,0,0,0,0,0
"69369",0,0,0,0,0,0,0,0,0,0,0,0
"69416",0,0,0,0,0,0,0,0,0,0,0,0
"73466",0,0,0,0,0,0,0,0,0,0,0,0
"75138",0,0,0,0,0,0,0,0,0,0,0,0
"12482",0,0,0,0,0,0,0,0,2,0,0,1
"269063",0,0,0,0,0,0,0,0,0,0,0,0
"383435",0,0,0,0,0,1,0,0,2,0,0,0
"109225",0,0,0,0,2,9,1,4,0,0,2,1
"666907",1,0,0,0,0,1,0,1,0,0,0,0
"64380",0,0,0,0,0,1,0,0,0,0,0,1
"60361",0,0,1,1,0,0,0,0,0,0,0,1
"73656",4,0,2,2,14,6,2,4,3,1,3,2
"100504727",0,0,0,0,0,0,0,0,1,0,0,0
"666926",0,0,0,0,0,0,0,0,0,0,0,0
"100502579",0,0,0,0,0,0,0,0,0,1,0,0
"69774",3,1,5,7,5,1,4,4,5,7,7,4
"66607",8,5,7,4,13,13,3,2,11,4,4,7
"68774",2,0,95,111,3,10,47,46,3,2,10,1
"14126",0,0,0,0,0,0,0,0,0,0,0,0
"170813",0,0,0,0,0,0,0,0,0,0,0,0
"225922",0,0,0,0,0,0,0,0,0,0,0,0
"170834",0,0,0,0,0,0,0,0,0,0,0,0
"225923",0,0,0,0,0,0,0,0,0,0,0,0
"14603",0,0,0,0,1,0,1,1,1,0,2,0
"94063",214,205,314,292,379,301,420,413,326,443,391,343
"20908",1159,933,1124,919,1631,1353,3360,3169,1162,2069,2432,1054
"258938",0,0,0,1,0,0,0,3,0,0,3,0
"258227",0,0,0,0,0,0,0,0,0,0,0,0
"257938",0,0,0,0,0,0,0,0,0,0,0,0
"258405",0,0,0,1,0,1,0,0,0,2,0,1
"225929",989,928,312,256,1295,1161,1214,1106,1614,1819,1915,1601
"76303",1434,1309,1087,944,1775,1563,2022,1872,1663,1719,1892,1733
"258675",0,0,0,0,0,0,0,0,0,0,0,0
"258676",0,0,0,0,0,0,0,0,0,0,0,0
"258155",0,0,0,0,0,0,0,0,0,0,0,0
"258805",0,0,0,0,1,0,0,0,0,0,0,0
"258674",0,0,0,0,0,0,0,0,0,0,0,0
"258673",0,0,0,0,0,0,0,0,0,0,0,0
"258677",0,0,0,0,0,0,0,0,0,0,0,0
"258409",0,0,0,0,0,0,0,0,0,0,0,0
"258683",0,0,0,0,0,0,0,0,0,0,0,0
"258681",0,0,0,0,0,0,0,0,0,0,0,0
"258680",0,0,0,0,0,0,0,0,0,0,0,0
"258682",0,0,0,0,0,0,0,0,0,0,0,0
"258117",0,0,0,0,0,0,0,0,0,0,0,0
"258679",0,0,0,0,0,0,0,0,0,0,0,0
"258678",0,0,0,0,0,0,0,0,0,0,0,0
"56093",0,0,0,0,0,0,0,0,0,1,0,0
"17476",6,4,5,0,94,87,30,19,31,34,28,27
"207521",113,123,16,13,255,180,707,542,174,968,1025,182
"107373",31,26,306,263,94,69,235,112,106,159,164,96
"74333",3,2,0,0,5,1,0,0,0,1,3,0
"240549",0,0,0,0,0,0,0,0,0,0,0,0
"107146",0,0,0,0,0,0,0,0,0,0,0,0
"258692",0,0,0,0,0,0,0,0,0,0,0,0
"258693",0,0,0,0,0,0,0,0,0,0,0,0
"64697",0,0,0,0,0,0,0,0,0,0,0,0
"664779",0,0,0,0,0,0,0,0,0,0,0,0
"12803",0,1,2,5,3,3,7,5,3,2,2,5
"109910",1657,1491,1106,1230,2206,1862,2350,2096,1343,1894,1908,1697
"107321",2,2,7,2,6,6,4,9,8,13,6,5
"258697",0,0,0,0,0,0,0,0,0,0,0,0
"258694",0,0,0,0,0,0,0,0,0,0,0,0
"258699",0,0,0,0,0,0,0,0,0,0,0,0
"258698",0,0,0,0,0,0,0,0,0,0,0,0
"433224",424,424,137,162,321,333,226,259,244,266,267,249
"258696",0,0,0,0,0,0,0,0,0,0,0,0
"258300",0,0,0,0,0,0,0,0,0,0,0,0
"258368",0,0,0,0,0,0,0,0,0,0,0,0
"258700",0,0,0,0,0,0,0,0,0,0,0,0
"258695",0,0,0,0,0,0,0,0,0,0,0,0
"258687",0,0,0,0,0,0,0,0,0,0,0,0
"258568",0,0,0,0,0,0,0,0,0,0,0,0
"667271",0,0,0,0,0,0,0,0,0,0,0,0
"258684",0,0,0,0,0,0,0,0,0,0,0,0
"258299",0,0,0,0,0,0,0,0,0,0,0,0
"258688",0,0,0,0,0,0,0,0,0,0,0,0
"258120",0,0,0,0,0,0,0,0,0,0,0,0
"258121",0,0,0,0,0,0,0,0,0,0,0,0
"258689",0,0,0,0,0,0,0,0,0,0,0,0
"258686",0,0,0,0,0,0,0,0,0,0,0,0
"258690",0,0,0,0,0,0,0,0,0,0,0,0
"258231",0,0,0,0,0,0,0,0,0,0,0,0
"258685",0,0,0,0,0,0,0,0,0,0,0,0
"258123",0,0,0,0,0,0,0,0,0,0,0,0
"258298",0,0,0,0,0,0,0,0,0,0,0,0
"258691",0,0,0,0,0,0,0,0,0,0,0,0
"404339",0,0,0,0,0,0,0,0,0,0,0,0
"258288",0,0,0,0,0,0,0,0,0,0,0,0
"258629",0,0,0,0,0,0,0,0,0,0,0,0
"258628",0,0,0,0,0,0,0,0,0,0,0,0
"258098",0,0,0,0,0,0,0,0,0,0,0,0
"258342",0,0,0,0,0,0,0,0,0,0,0,0
"258992",0,0,0,0,0,0,0,0,0,0,0,0
"258341",0,0,0,0,0,0,0,0,0,0,0,0
"258991",0,0,0,0,0,0,0,0,0,0,0,0
"258736",0,0,0,0,0,0,0,0,0,0,0,0
"258792",0,0,0,0,0,0,0,0,0,0,0,0
"258097",0,0,0,0,0,0,0,0,0,0,0,0
"258626",0,0,0,0,0,0,0,0,0,0,0,0
"258793",0,0,0,0,0,0,0,0,0,0,0,0
"258627",0,0,0,0,0,0,0,0,0,0,0,0
"258151",0,0,0,0,0,0,0,0,0,0,0,0
"21888",1263,1111,649,578,2198,1693,1013,851,1420,827,846,1150
"107272",1217,1251,1176,1006,4322,3044,2199,1401,831,1233,1340,886
"208518",225,275,119,112,290,224,193,139,186,165,187,232
"100502653",7,6,0,0,4,9,0,0,0,1,1,2
"14682",5217,4444,1342,1335,4971,5305,2253,2612,3716,2523,2899,3379
"595139",2186,1785,1604,1427,3024,2650,2145,1874,2312,3232,3015,2589
"14675",30,41,53,42,31,50,30,94,40,813,701,34
"271564",860,717,719,863,760,747,1059,1065,866,1504,1356,980
"14240",0,0,0,0,0,0,0,0,0,0,0,0
"353211",666,699,11,6,335,286,3,6,246,51,32,254
"14537",122,126,288,306,206,131,724,410,312,342,218,326
"100502699",0,0,1,0,0,0,0,1,0,0,0,0
"54391",613,525,1614,1545,966,804,2904,2045,890,1488,1401,933
"18552",841,822,26,29,1907,1558,76,87,940,131,111,1116
"20409",538,581,564,578,517,580,1043,943,474,907,958,476
"225994",53,72,76,109,67,68,184,167,83,195,191,58
"67383",30,33,20,26,59,32,48,42,47,37,39,42
"225995",234,223,132,121,374,261,156,129,534,493,461,813
"225997",9,20,18,6,14,19,22,38,109,272,262,158
"225998",0,0,0,1,1,1,0,1,4,0,0,1
"16952",3978,3504,3730,2893,1883,2697,15965,20831,5732,26998,26928,5913
"68994",0,0,2,0,0,0,1,1,0,2,1,2
"320092",0,0,0,0,0,0,1,1,0,0,0,1
"320155",0,0,0,0,0,0,0,0,0,0,0,0
"11668",16,13,7,12,51,47,5,6,96,11,4,112
"26358",6,2,33,13,6,5,41,37,27,66,40,22
"13409",0,0,3,0,3,2,23,40,0,4,6,0
"22682",8179,8061,5059,4342,8700,7340,10530,9895,9724,6619,8065,11786
"14544",82,100,1446,1303,113,121,712,1026,313,225,325,238
"66206",415,333,165,149,396,419,232,224,355,349,371,374
"226016",196,163,511,449,370,281,983,869,506,698,834,424
"83921",751,719,779,639,1887,1532,3038,2607,2328,4533,4510,1930
"226025",288,291,1,4,1662,1546,5,1,880,8,7,531
"100502872",0,0,0,0,1,0,0,0,0,0,0,0
"387200",0,0,0,0,0,0,0,0,0,0,0,0
"16601",5927,5060,2277,2009,7899,6156,4619,4080,4553,3406,3075,4356
"100316672",2,2,0,3,1,2,3,1,1,3,2,0
"226026",856,827,656,666,927,847,870,777,1066,1314,1162,1091
"71738",478,548,2,1,503,424,7,11,344,2,10,303
"67483",0,0,0,0,0,0,0,0,1,0,0,0
"72351",175,160,83,73,201,221,164,182,158,184,199,210
"791290",213,191,56,57,250,286,180,165,224,261,199,253
"319924",40,42,3,2,41,67,9,6,64,14,14,77
"381217",705,621,321,274,550,878,1000,1791,320,38,52,327
"75521",0,0,0,0,0,0,0,0,0,0,0,1
"21873",4342,3098,1659,1551,7382,8549,5622,5344,4988,4915,6122,4096
"14297",62,67,62,55,95,82,145,111,58,144,138,82
"18719",2,10,205,229,13,13,156,126,16,185,265,16
"68034",190,191,130,130,223,194,160,159,121,240,225,132
"226040",587,554,688,665,737,1015,149,166,2947,432,667,1905
"226041",23973,19680,63,78,16500,20012,51,47,3351,606,578,3224
"14237",0,0,0,0,0,0,0,1,1,4,1,1
"226043",149,143,104,102,156,116,89,80,161,188,194,200
"76088",61,78,1321,1319,179,141,2865,3283,179,2627,2950,142
"100042503",449,454,617,618,619,591,745,707,450,873,764,612
"107351",4376,3395,498,481,4359,4274,1432,1498,1650,912,919,1275
"50796",0,0,0,0,0,0,0,0,0,0,0,0
"240590",0,0,0,0,0,0,0,0,0,0,0,0
"100503074",0,0,0,0,0,0,0,0,0,0,0,0
"226049",0,0,0,0,0,1,0,0,3,0,1,4
"67155",5851,5706,1114,1061,5753,5891,1568,1529,4781,1360,1450,4181
"70942",5,4,3,1,6,5,2,3,12,1,3,12
"329047",0,0,0,0,0,0,0,0,0,0,0,0
"22359",1671,1995,296,336,2622,2031,305,204,514,255,232,425
"100042588",0,0,0,0,0,0,0,0,0,0,0,0
"240595",1,0,0,1,2,2,1,0,0,0,1,0
"52874",613,602,459,538,1067,795,1061,755,1033,1386,1281,1461
"107372",0,2,0,0,1,3,1,0,0,0,0,0
"19726",376,461,133,115,473,393,171,215,513,442,460,524
"226075",155,168,45,30,226,220,70,106,187,249,237,212
"320176",0,1,0,0,0,1,0,2,1,0,0,0
"434460",320,298,255,205,587,526,750,596,693,876,807,511
"20510",10,6,156,167,95,47,1271,1187,41,1542,1222,55
"381218",1,2,3,3,3,1,10,12,4,7,11,5
"74411",46,76,285,308,95,80,548,471,102,432,513,99
"67072",724,588,528,463,723,587,508,474,555,516,531,603
"56248",1544,1497,1920,1899,1348,1573,2597,2858,1366,2106,1930,1325
"67329",4,2,8,1,7,5,10,16,4,13,8,1
"100503337",3,3,17,13,4,7,19,8,2,9,10,1
"59028",165,152,355,382,859,540,812,676,685,806,781,736
"724062",0,0,0,0,0,0,0,0,0,0,0,0
"791409",0,0,0,0,0,0,1,0,2,0,2,0
"16452",1487,1286,623,493,2228,2015,1322,1335,2613,2257,2915,1956
"27356",14,12,65,74,11,3,90,81,12,79,103,12
"19773",0,0,4,0,1,0,1,1,1,3,3,2
"67759",322,321,350,439,420,458,437,395,363,316,331,394
"60533",79,44,36,65,117,86,8,4,100,72,65,127
"58205",0,0,0,0,2,1,0,0,4,0,1,1
"77779",3,10,2,1,8,6,6,1,7,4,8,7
"226089",1743,1517,736,707,2499,2059,1179,1046,1599,1039,1219,1597
"226090",528,551,587,572,678,751,1393,1171,909,2481,2378,817
"77836",2,0,2,1,1,1,1,0,4,0,0,1
"240613",1425,1440,442,433,1763,1476,938,891,1582,967,1164,1913
"240614",286,277,161,171,438,299,360,270,437,584,535,499
"77125",6,0,4,6,19,32,6,7,58,954,2017,69
"66745",0,0,0,0,0,0,0,0,0,0,0,0
"109113",1318,1548,718,640,1759,1434,1458,1366,2418,1610,1725,2859
"104174",66,77,7652,7448,74,81,2258,3023,7,18,25,3
"625917",19,21,7,13,21,24,25,25,33,36,32,25
"17195",0,0,0,0,1,1,0,0,0,0,0,0
"100503233",0,0,0,0,0,0,0,0,0,0,0,0
"546723",91,123,98,100,132,119,163,150,160,319,335,138
"13380",8,9,5,3,14,12,5,3,5,1,2,7
"19091",3667,3006,72,83,4398,3783,491,358,2364,320,427,1904
"625995",5,3,0,0,5,4,0,0,3,2,2,7
"83410",232,264,456,511,286,197,725,653,319,917,848,479
"78103",8,9,0,0,7,8,4,3,4,1,2,3
"69865",0,0,0,0,0,0,0,0,0,0,0,0
"54447",691,575,318,242,475,555,126,211,412,405,341,406
"208449",1002,881,877,687,995,864,1753,1745,811,3964,5064,749
"67188",19,19,10,15,20,19,15,16,14,29,38,17
"17330",219,226,467,437,337,260,525,456,312,503,474,335
"23972",29,25,117,97,63,40,371,208,94,171,156,78
"67979",1626,1483,1076,1158,2042,1747,1561,1293,1567,2322,2154,1841
"19211",2641,2377,1384,1302,2851,2271,2260,2003,2275,1613,1750,2261
"67795",10,14,18,16,5,14,23,24,7,30,41,13
"100628575",0,0,0,0,0,0,0,0,0,0,0,0
"628236",1,1,1,0,0,1,1,0,0,2,1,2
"381236",6,5,3,2,5,5,3,6,10,7,13,6
"668106",0,0,0,0,0,0,0,0,0,0,0,0
"668114",2,3,0,0,0,1,1,2,0,0,0,1
"100503559",0,0,0,0,0,1,3,4,2,1,0,0
"329055",0,0,1,0,0,0,0,0,0,0,0,0
"67717",0,0,0,0,0,0,0,0,0,0,0,0
"240633",74,141,3,3,37,38,1,0,17,11,11,15
"70166",1,0,0,0,0,0,0,0,0,0,0,0
"78753",10,11,42,39,26,11,104,95,9,165,216,11
"52024",8,8,591,487,53,24,952,803,10,13,20,0
"76630",360,297,406,496,423,282,874,738,252,304,313,239
"11475",429776,335280,319,383,391872,420547,822,741,111666,226,447,124178
"14102",630,534,164,123,557,599,334,281,391,237,220,375
"12642",74,79,37,29,84,86,15,10,258,47,59,220
"16889",722,694,10321,8862,1349,999,15462,17100,688,3762,4587,629
"15958",142,174,33,13,216,196,68,36,143,79,52,156
"15959",29,15,8,8,22,17,9,11,23,6,7,26
"667373",1,1,1,1,1,0,5,3,0,2,0,2
"667370",12,4,3,3,3,2,0,4,12,1,1,15
"112419",5,4,4,11,4,2,8,8,2,3,7,6
"15957",147,66,25,12,51,37,38,23,136,56,56,111
"240638",10,15,970,931,78,32,1880,1498,3,52,56,2
"75735",198,208,266,285,210,132,220,153,172,132,137,235
"723826",0,0,0,0,0,0,0,0,0,0,0,0
"240641",42,30,331,254,107,73,116,63,94,178,173,100
"100316775",0,0,0,0,0,0,0,0,0,0,0,0
"15566",4,5,0,0,6,7,0,0,8,0,2,4
"54364",180,133,107,86,190,171,155,136,168,269,228,218
"107765",68,92,1,1,49,125,5,28,298,15,29,572
"100502583",2,1,2,0,3,3,1,0,0,0,0,1
"76073",326,297,113,114,381,366,288,252,460,277,328,480
"676676",8,5,5,0,8,12,10,4,11,8,9,21
"226098",341,280,9,14,333,294,36,17,335,130,139,297
"668215",2,1,0,0,0,1,0,0,1,0,1,3
"53412",75,111,1,3,8,25,1,2,25,8,10,52
"74493",5701,4905,1997,1648,7426,6219,4981,4535,6925,6203,6621,6915
"72514",8,11,6,2,13,11,12,13,12,30,30,19
"107182",2038,1678,1035,998,2970,2512,2700,2496,2788,2528,2878,2415
"208922",196,196,360,313,227,196,370,369,196,260,253,158
"319931",0,0,1,0,1,1,0,0,0,0,0,0
"69104",1376,1230,683,681,1907,1684,1269,1161,1590,1595,1610,1618
"77059",0,0,0,0,0,2,2,3,3,16,22,1
"15925",907,808,943,971,950,957,1671,1205,1044,2599,2291,1357
"16551",48,35,447,325,245,218,319,204,334,422,462,334
"15242",5,12,3,1,7,5,3,1,28,6,15,16
"107371",81,84,148,176,75,52,256,198,166,393,358,196
"546726",0,0,0,0,0,0,0,0,0,0,0,0
"13082",1,1,1,1,0,3,3,0,5,0,1,6
"226101",2860,2338,1882,2124,566,637,1841,1612,1445,2649,2611,1653
"619304",0,0,0,3,3,1,0,0,0,2,0,0
"74107",21,13,174,110,137,119,204,126,161,231,263,168
"107221",0,0,0,0,0,0,7,1,1,23,30,2
"19662",1,2,1,0,5,5,0,1,49,2,6,15
"110855",0,0,0,0,0,0,0,0,0,0,0,0
"70567",110,95,32,20,102,84,32,14,92,95,73,145
"56839",18,28,1,0,8,19,0,0,81,1,2,167
"240660",353,456,120,123,288,246,223,144,495,360,309,905
"74055",993,1076,1078,1225,1644,1384,793,645,2962,1470,1296,3398
"57753",251,242,222,205,653,509,580,470,641,836,778,738
"209478",425,379,118,117,340,353,277,312,373,225,239,381
"15201",185,184,478,554,424,299,767,305,632,842,770,643
"72082",0,0,0,1,0,1,2,0,0,0,0,0
"72303",0,0,0,0,0,0,0,0,0,0,0,0
"69888",0,0,0,0,0,0,0,0,0,0,0,0
"638988",0,0,0,0,0,0,0,0,0,0,0,0
"13095",0,0,0,0,0,0,0,0,0,0,0,0
"13097",0,0,0,0,0,0,0,0,0,0,0,0
"13098",0,0,0,0,0,0,0,0,0,0,0,0
"545288",0,0,0,0,0,0,0,0,0,0,0,0
"433247",0,0,0,0,0,0,0,0,0,0,0,0
"13099",0,0,0,0,0,0,0,0,0,0,0,0
"100043108",0,0,0,0,0,0,0,0,0,0,0,0
"13096",0,0,0,0,0,0,0,0,0,0,0,0
"404195",0,0,0,0,0,0,0,0,0,0,0,0
"107141",0,0,0,0,0,0,0,0,0,0,0,0
"226105",0,1,3,1,0,0,15,2,0,0,1,0
"54132",244,272,508,428,468,449,1607,1541,1389,1792,1929,1242
"20411",15106,10917,79,81,10769,13899,422,734,5521,258,328,5703
"56454",1265,1186,3463,3930,2229,1841,2375,1677,1135,993,1029,1561
"67590",133,147,241,354,126,103,229,241,193,241,282,226
"12495",9153,7551,127,136,7345,8127,308,495,3786,874,991,2907
"668310",103,59,1,5,92,59,0,1,12,5,3,5
"240665",159,133,141,162,137,126,174,161,106,165,177,123
"381223",2,5,0,0,1,1,0,0,2,0,0,0
"72672",109,112,173,212,147,96,200,144,143,420,481,140
"17060",3,2,7,14,6,7,132,76,9,29,61,3
"100502752",0,0,0,0,0,0,2,0,0,1,1,0
"100861913",0,0,0,5,1,0,1,0,0,0,0,0
"21673",0,0,0,0,0,0,0,0,0,0,0,0
"226115",0,0,0,0,0,0,0,0,0,0,0,0
"24087",1,0,0,0,5,2,0,1,0,0,0,0
"107358",7012,5914,6865,6539,7905,7434,9282,8531,6419,10209,10252,6618
"83490",2,0,12,4,37,8,597,236,19,286,356,11
"627352",284,307,224,191,437,413,348,310,357,380,368,393
"212391",92,89,49,59,121,102,234,177,103,158,189,124
"381224",178,112,182,179,163,126,332,306,146,239,242,168
"20562",5,7,1,1,0,3,5,5,2,0,5,5
"100502871",0,0,0,0,0,0,0,0,1,0,0,0
"71085",46,57,122,75,106,94,124,56,97,113,149,91
"14296",46,70,44,29,67,71,125,101,34,49,86,36
"212398",520,630,395,232,881,526,2440,2241,580,707,1160,485
"107094",647,546,1942,1807,2794,1809,2581,2162,1675,2342,2495,1636
"18648",569,505,637,668,1038,894,636,567,823,642,641,857
"66583",103,120,132,124,187,164,229,159,197,329,319,238
"74168",177,209,240,211,219,193,350,247,299,416,491,341
"72199",678,735,686,757,797,610,1251,1157,787,1142,1212,848
"226122",475,381,639,642,775,649,1447,1419,648,530,823,544
"56642",16,15,14,24,5,12,12,7,6,6,4,10
"67432",29,41,822,694,42,47,430,470,27,79,113,21
"66765",5,2,24,28,4,4,21,25,3,4,13,5
"226123",86,101,76,61,126,100,69,81,151,232,251,179
"84095",2514,1906,1263,1086,3797,3506,2999,2731,3482,2392,2868,2963
"69534",215,191,162,191,158,146,233,199,228,475,479,204
"277010",2495,2681,555,593,1927,1980,891,963,1111,288,299,1175
"319740",1162,1184,833,865,935,911,1243,1415,1131,1349,1662,1235
"54612",8,8,4,3,13,19,5,6,56,17,20,56
"71146",2,0,0,0,0,0,3,1,0,5,17,1
"100526549",0,0,0,0,0,0,0,0,0,0,0,0
"72832",0,0,0,0,0,0,0,0,0,0,0,2
"52013",292,256,608,484,342,315,690,773,309,722,853,324
"100861941",0,0,0,0,0,0,0,0,0,0,0,0
"67573",167,157,9,4,54,60,14,11,54,51,41,31
"74580",157,175,385,445,172,196,827,808,168,776,1222,101
"100502892",0,0,0,0,1,1,5,2,3,2,7,0
"192236",179,216,115,138,193,184,287,305,203,336,419,200
"100861965",1,2,1,2,0,4,5,4,2,4,3,3
"100502913",4,6,4,3,11,6,0,5,0,9,9,4
"545291",13,6,1,0,49,44,13,37,5,0,1,4
"83674",0,1,0,0,0,0,9,8,0,3,3,0
"14718",295,251,12626,10558,683,502,8787,9655,313,1683,2333,446
"18089",0,0,0,0,0,0,0,0,0,1,0,0
"246696",277,266,305,320,423,316,494,458,443,682,705,567
"100502982",2,5,2,5,11,5,9,16,10,15,9,14
"93685",42,60,149,171,58,25,94,76,99,201,206,143
"226139",253,270,401,439,294,237,377,353,279,394,461,336
"66388",69,84,54,59,77,70,68,71,56,62,89,45
"12780",1,2,1,2,0,1,1,2,2,1,2,0
"100038628",0,0,3,2,0,0,0,0,1,0,3,0
"71972",196,267,855,710,341,342,927,746,282,1209,1583,296
"93721",0,0,0,0,0,0,1,0,0,2,2,0
"226143",0,1,0,0,4,8,0,0,0,0,4,0
"226144",390,293,457,498,706,505,1396,1238,561,1204,1337,510
"12675",1367,1223,1197,1406,1480,1244,1601,1482,1260,1416,1534,1382
"72502",78,101,137,128,127,85,230,198,115,252,222,149
"73689",24,33,63,67,51,34,162,172,60,175,210,77
"329064",2,2,147,203,3,0,34,33,0,4,15,3
"30049",6,6,337,390,12,5,95,98,3,40,43,7
"20250",2472,2717,13292,16465,2340,1208,1295,722,1836,2410,2495,2493
"100628619",0,0,0,0,0,0,0,0,0,0,0,0
"100502995",0,0,0,0,0,0,0,0,0,0,0,0
"329065",12,8,124,132,20,20,42,88,16,6,5,9
